发票号,超市,所在城市,客户类型,客户性别,商品类别,单价,购买数量,税额,总价,购买时间,支付方式,销售成本,毛利,客户满意度,交易时间,交易日,交易月,交易年,交易小时,经度,纬度
243-55-8457,A,仰光,非会员,女性,饮食,74.44,10,37.22,781.62,11:40,电子钱包,744.4,37.22,5.1,2019-02-27,27,2,2019,11,16.8661,96.1951
458-10-8612,C,内比都,非会员,男性,健康与美容,64.08,7,22.428,470.98800000000006,12:27,电子钱包,448.56,22.428,7.6,2019-01-20,20,1,2019,12,19.7633,96.0785
501-61-1753,B,曼德勒,非会员,女性,生活家居,63.15,6,18.945,397.845,20:24,电子钱包,378.9,18.945,9.8,2019-01-03,3,1,2019,20,21.9588,96.0891
235-06-8510,C,内比都,会员,男性,生活家居,85.72,3,12.857999999999999,270.018,20:59,电子钱包,257.16,12.857999999999999,5.1,2019-01-24,24,1,2019,20,19.7633,96.0785
433-08-7822,C,内比都,非会员,女性,健康与美容,78.89,7,27.6115,579.8415,19:48,电子钱包,552.23,27.6115,7.5,2019-01-05,5,1,2019,19,19.7633,96.0785
361-85-2571,A,仰光,非会员,女性,运动与旅行,89.48,5,22.37,469.77,10:18,现金,447.4,22.37,7.4,2019-03-30,30,3,2019,10,16.8661,96.1951
131-70-8179,A,仰光,会员,女性,健康与美容,92.09,3,13.8135,290.0835,16:27,现金,276.27,13.8135,4.2,2019-02-17,17,2,2019,16,16.8661,96.1951
500-02-2261,C,内比都,非会员,女性,饮食,57.29,6,17.187,360.92699999999996,17:04,电子钱包,343.74,17.187,5.9,2019-03-21,21,3,2019,17,19.7633,96.0785
720-72-2436,A,仰光,非会员,男性,饮食,66.52,4,13.304,279.384,18:14,电子钱包,266.08,13.304,6.9,2019-03-02,2,3,2019,18,16.8661,96.1951
702-83-5291,C,内比都,会员,男性,时尚配饰,99.82,9,44.919,943.299,10:43,现金,898.38,44.919,6.6,2019-03-27,27,3,2019,10,19.7633,96.0785
809-69-9497,A,仰光,非会员,女性,生活家居,45.68,10,22.84,479.64,19:30,电子钱包,456.8,22.84,5.7,2019-01-19,19,1,2019,19,16.8661,96.1951
449-16-6770,A,仰光,非会员,男性,健康与美容,50.79,5,12.6975,266.6475,14:53,信用卡,253.95,12.6975,5.3,2019-02-19,19,2,2019,14,16.8661,96.1951
333-23-2632,A,仰光,会员,男性,健康与美容,10.08,7,3.528,74.08800000000001,20:14,现金,70.56,3.528,4.2,2019-03-28,28,3,2019,20,16.8661,96.1951
489-82-1237,A,仰光,非会员,女性,电子配件,93.88,7,32.858000000000004,690.018,11:51,信用卡,657.16,32.858000000000004,7.3,2019-01-05,5,1,2019,11,16.8661,96.1951
859-97-6048,C,内比都,会员,男性,电子配件,84.25,2,8.425,176.925,14:13,信用卡,168.5,8.425,5.3,2019-03-26,26,3,2019,14,19.7633,96.0785
676-10-2200,B,曼德勒,会员,男性,时尚配饰,53.78,1,2.6889999999999996,56.468999999999994,20:13,电子钱包,53.78,2.6889999999999996,4.7,2019-02-03,3,2,2019,20,21.9588,96.0891
373-88-1424,C,内比都,会员,男性,生活家居,35.81,5,8.9525,188.0025,18:44,电子钱包,179.05,8.9525,7.9,2019-02-06,6,2,2019,18,19.7633,96.0785
365-16-4334,B,曼德勒,非会员,女性,饮食,26.43,8,10.572000000000001,222.012,14:26,电子钱包,211.44,10.572000000000001,8.9,2019-02-24,24,2,2019,14,21.9588,96.0891
503-21-4385,B,曼德勒,会员,男性,健康与美容,39.91,3,5.9865,125.7165,12:40,电子钱包,119.73,5.9865,9.3,2019-02-21,21,2,2019,12,21.9588,96.0891
305-89-2768,B,曼德勒,会员,女性,生活家居,21.9,3,3.285,68.985,18:43,电子钱包,65.7,3.285,4.7,2019-01-09,9,1,2019,18,21.9588,96.0891
574-80-1489,B,曼德勒,会员,女性,饮食,62.85,4,12.57,263.97,13:22,电子钱包,251.4,12.57,8.7,2019-02-25,25,2,2019,13,21.9588,96.0891
784-08-0310,C,内比都,会员,女性,饮食,21.04,4,4.208,88.368,13:58,现金,84.16,4.208,7.6,2019-01-13,13,1,2019,13,19.7633,96.0785
200-40-6154,B,曼德勒,会员,男性,生活家居,65.91,6,19.773,415.233,11:45,现金,395.46,19.773,5.7,2019-02-09,9,2,2019,11,21.9588,96.0891
846-10-0341,A,仰光,非会员,女性,时尚配饰,42.57,7,14.8995,312.8895,11:51,现金,297.99,14.8995,6.8,2019-01-06,6,1,2019,11,16.8661,96.1951
577-34-7579,C,内比都,会员,男性,饮食,50.49,9,22.7205,477.1305,17:16,现金,454.41,22.7205,5.4,2019-01-10,10,1,2019,17,19.7633,96.0785
430-02-3888,B,曼德勒,非会员,男性,电子配件,46.02,6,13.806,289.926,15:55,现金,276.12,13.806,7.1,2019-02-07,7,2,2019,15,21.9588,96.0891
867-47-1948,C,内比都,非会员,女性,生活家居,15.8,10,7.9,165.9,12:07,现金,158.0,7.9,7.8,2019-01-09,9,1,2019,12,19.7633,96.0785
384-59-6655,A,仰光,会员,女性,饮食,98.66,9,44.397,932.337,15:07,现金,887.94,44.397,8.4,2019-02-19,19,2,2019,15,16.8661,96.1951
256-58-3609,C,内比都,会员,男性,时尚配饰,91.98,1,4.599,96.579,15:29,现金,91.98,4.599,9.8,2019-03-18,18,3,2019,15,19.7633,96.0785
324-92-3863,A,仰光,会员,男性,电子配件,20.89,2,2.089,43.869,18:45,现金,41.78,2.089,9.8,2019-02-05,5,2,2019,18,16.8661,96.1951
593-08-5916,A,仰光,非会员,女性,时尚配饰,15.5,1,0.775,16.275,15:23,信用卡,15.5,0.775,7.4,2019-03-19,19,3,2019,15,16.8661,96.1951
364-34-2972,C,内比都,会员,男性,电子配件,96.82,3,14.523,304.983,20:37,现金,290.46,14.523,6.7,2019-03-30,30,3,2019,20,19.7633,96.0785
794-42-3736,B,曼德勒,非会员,男性,饮食,33.33,2,3.333,69.993,14:41,信用卡,66.66,3.333,6.4,2019-01-26,26,1,2019,14,21.9588,96.0891
172-42-8274,B,曼德勒,非会员,女性,电子配件,38.27,2,3.827,80.367,18:18,信用卡,76.54,3.827,5.8,2019-03-02,2,3,2019,18,21.9588,96.0891
558-60-5016,A,仰光,非会员,女性,生活家居,33.3,9,14.985,314.685,15:27,电子钱包,299.7,14.985,7.2,2019-03-04,4,3,2019,15,16.8661,96.1951
195-06-0432,A,仰光,会员,男性,生活家居,81.01,3,12.1515,255.1815,12:55,信用卡,243.03,12.1515,9.3,2019-01-13,13,1,2019,12,16.8661,96.1951
605-03-2706,A,仰光,非会员,女性,健康与美容,15.8,3,2.37,49.77,18:02,现金,47.4,2.37,9.5,2019-03-25,25,3,2019,18,16.8661,96.1951
214-30-2776,B,曼德勒,会员,女性,电子配件,34.49,5,8.6225,181.0725,19:44,信用卡,172.45,8.6225,9.0,2019-03-11,11,3,2019,19,21.9588,96.0891
746-04-1077,B,曼德勒,会员,女性,饮食,84.63,10,42.315,888.615,11:36,信用卡,846.3,42.315,9.0,2019-01-01,1,1,2019,11,21.9588,96.0891
448-34-8700,B,曼德勒,会员,男性,生活家居,36.91,7,12.9185,271.2885,13:51,电子钱包,258.37,12.9185,6.7,2019-02-10,10,2,2019,13,21.9588,96.0891
452-04-8808,B,曼德勒,非会员,男性,电子配件,87.08,7,30.478,640.038,15:17,现金,609.56,30.478,5.5,2019-01-26,26,1,2019,15,21.9588,96.0891
531-56-4728,A,仰光,非会员,男性,生活家居,80.08,3,12.012,252.252,15:29,现金,240.24,12.012,5.4,2019-02-11,11,2,2019,15,16.8661,96.1951
744-82-9138,C,内比都,非会员,男性,时尚配饰,86.13,2,8.613,180.873,17:59,现金,172.26,8.613,8.2,2019-02-07,7,2,2019,17,19.7633,96.0785
883-69-1285,B,曼德勒,会员,男性,时尚配饰,49.92,2,4.992,104.83200000000001,11:55,信用卡,99.84,4.992,7.0,2019-03-06,6,3,2019,11,21.9588,96.0891
221-25-5073,A,仰光,非会员,女性,饮食,74.66,4,14.932,313.572,10:39,现金,298.64,14.932,8.5,2019-03-04,4,3,2019,10,16.8661,96.1951
518-71-6847,B,曼德勒,会员,男性,饮食,26.6,6,7.98,167.58,15:10,电子钱包,159.6,7.98,4.9,2019-02-26,26,2,2019,15,21.9588,96.0891
156-20-0370,B,曼德勒,非会员,女性,电子配件,25.45,1,1.2725,26.7225,18:10,信用卡,25.45,1.2725,5.1,2019-03-10,10,3,2019,18,21.9588,96.0891
151-33-7434,B,曼德勒,非会员,女性,饮食,67.77,1,3.3885,71.1585,20:43,信用卡,67.77,3.3885,6.5,2019-02-04,4,2,2019,20,21.9588,96.0891
728-47-9078,C,内比都,会员,男性,饮食,59.59,4,11.918,250.278,12:46,现金,238.36,11.918,9.8,2019-01-19,19,1,2019,12,19.7633,96.0785
809-46-1866,A,仰光,非会员,男性,健康与美容,58.15,4,11.63,244.23,17:44,现金,232.6,11.63,8.4,2019-01-23,23,1,2019,17,16.8661,96.1951
139-32-4183,A,仰光,会员,女性,运动与旅行,97.48,9,43.86600000000001,921.186,14:19,电子钱包,877.32,43.86600000000001,7.4,2019-03-14,14,3,2019,14,16.8661,96.1951
148-41-7930,C,内比都,非会员,男性,健康与美容,99.96,7,34.986,734.706,10:33,现金,699.72,34.986,6.1,2019-01-23,23,1,2019,10,19.7633,96.0785
189-40-5216,C,内比都,非会员,男性,电子配件,96.37,7,33.7295,708.3195,11:40,现金,674.59,33.7295,6.0,2019-01-09,9,1,2019,11,19.7633,96.0785
374-38-5555,B,曼德勒,非会员,女性,时尚配饰,63.71,5,15.9275,334.4775,19:30,电子钱包,318.55,15.9275,8.5,2019-02-07,7,2,2019,19,21.9588,96.0891
764-44-8999,B,曼德勒,非会员,女性,健康与美容,14.76,2,1.476,30.996,14:42,电子钱包,29.52,1.476,4.3,2019-02-18,18,2,2019,14,21.9588,96.0891
552-44-5977,B,曼德勒,会员,男性,健康与美容,62.0,8,24.8,520.8,19:08,信用卡,496.0,24.8,6.2,2019-01-03,3,1,2019,19,21.9588,96.0891
267-62-7380,C,内比都,会员,男性,电子配件,82.34,10,41.17,864.57,19:12,电子钱包,823.4,41.17,4.3,2019-03-29,29,3,2019,19,19.7633,96.0785
430-53-4718,B,曼德勒,会员,男性,健康与美容,75.37,8,30.148000000000003,633.1080000000001,15:46,信用卡,602.96,30.148000000000003,8.4,2019-01-28,28,1,2019,15,21.9588,96.0891
886-18-2897,A,仰光,非会员,女性,饮食,56.56,5,14.14,296.94,19:06,信用卡,282.8,14.14,4.5,2019-03-22,22,3,2019,19,16.8661,96.1951
602-16-6955,B,曼德勒,非会员,女性,运动与旅行,76.6,10,38.3,804.3,18:10,电子钱包,766.0,38.3,6.0,2019-01-24,24,1,2019,18,21.9588,96.0891
745-74-0715,A,仰光,非会员,男性,电子配件,58.03,2,5.803,121.863,20:46,电子钱包,116.06,5.803,8.8,2019-03-10,10,3,2019,20,16.8661,96.1951
690-01-6631,B,曼德勒,非会员,男性,时尚配饰,17.49,10,8.745,183.645,18:35,电子钱包,174.9,8.745,6.6,2019-02-22,22,2,2019,18,21.9588,96.0891
652-49-6720,C,内比都,会员,女性,电子配件,60.95,1,3.0475,63.9975,11:40,电子钱包,60.95,3.0475,5.9,2019-02-18,18,2,2019,11,19.7633,96.0785
233-67-5758,C,内比都,非会员,男性,健康与美容,40.35,1,2.0175,42.3675,13:46,电子钱包,40.35,2.0175,6.2,2019-01-29,29,1,2019,13,19.7633,96.0785
303-96-2227,B,曼德勒,非会员,女性,生活家居,97.38,10,48.69,1022.49,17:16,电子钱包,973.8,48.69,4.4,2019-03-02,2,3,2019,17,21.9588,96.0891
727-02-1313,A,仰光,会员,男性,饮食,31.84,1,1.5919999999999999,33.431999999999995,13:22,现金,31.84,1.5919999999999999,7.7,2019-02-09,9,2,2019,13,16.8661,96.1951
347-56-2442,A,仰光,非会员,男性,生活家居,65.82,1,3.2910000000000004,69.111,15:33,现金,65.82,3.2910000000000004,4.1,2019-02-22,22,2,2019,15,16.8661,96.1951
849-09-3807,A,仰光,会员,女性,时尚配饰,88.34,7,30.919,649.299,13:28,现金,618.38,30.919,6.6,2019-02-18,18,2,2019,13,16.8661,96.1951
